,partido,partido_num,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,who,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
44,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-15,"Ya sabemos que el PP aquí defiende el español y critica mucho a Bildu …
Ahora exíjale a su partido que haga lo mismo en el Congreso de los Diputados 
¿Qué van a votar los diputados del PP por Madrid ante la propuesta de VOX para ilegalizar Bildu?",ya sabemos que el pp aqui defiende el espanol y critica mucho a bildu ... ahora exijale a su partido que haga lo mismo en el congreso de los diputados  ?que van a votar los diputados del pp por madrid ante la propuesta de vox para ilegalizar bildu?,negative,0,0.9588496,0.027310692,0.013839693,False,True,False,False,False,115600,252,0.0021799307958477,439,0.0037975778546712,748,0.0064705882352941,245215,0.0731,11,48,sabemos pp aqui defiende espanol critica bildu ahora exijale partido haga mismo congreso diputados van votar diputados pp madrid propuesta vox ilegalizar bildu
45,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-15,"¡Feliz San Isidro! Maravillosa mañana en la pradera disfrutando de las tradiciones, la gastronomía y la alegría de los madrileños.

#VotaSeguro","!feliz san isidro! maravillosa manana en la pradera disfrutando de las tradiciones, la gastronomia y la alegria de los madrilenos.  #votaseguro",positive,2,0.008102705,0.011886343,0.980011,False,True,False,False,False,20400,65,0.0031862745098039,157,0.0076960784313725,438,0.0214705882352941,245215,0.0731,11,21,feliz san isidro maravillosa manana pradera disfrutando tradiciones gastronomia alegria madrilenos votaseguro
46,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-15,Vox fulmina a la concejal de Parla detenida en una operación contra el narcotráfico:,vox fulmina a la concejal de parla detenida en una operacion contra el narcotrafico:,negative,0,0.8918878,0.092094004,0.016018178,False,True,True,False,https://okdiario.com/,412400,1015,0.0024612027158098,1477,0.0035814742967992,4202,0.0101891367604267,245215,0.0731,11,14,vox fulmina concejal parla detenida operacion narcotrafico
47,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-16,"¡Cuento con vosotros!

#DebateTM",!cuento con vosotros!  #debatetm,positive,2,0.019615704,0.029789077,0.9505952,False,True,True,False," @madrid_vox
",33600,196,0.0058333333333333,235,0.0069940476190476,597,0.0177678571428571,245215,0.0731,11,4,cuento debatetm
48,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-16,"Rocío Monasterio: ""Me equivoqué, cada MENA no le cuesta a la Comunidad de Madrid 4.700€ al mes, le cuesta 6.487 € al mes; después nos dicen que no hay para el resto"".","rocio monasterio: ""me equivoque, cada mena no le cuesta a la comunidad de madrid 4.700EUR al mes, le cuesta 6.487 EUR al mes; despues nos dicen que no hay para el resto"".",negative,0,0.90600616,0.072137766,0.021856101,False,True,False,True," @paularguez
",30800,28,0.0009090909090909,358,0.0116233766233766,753,0.0244480519480519,245215,0.0731,11,32,rocio monasterio equivoque cada mena cuesta comunidad madrid 4700eur mes cuesta 6487 eur mes despues dicen resto
49,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-16,"Rocío Monasterio: ""Los okupas fuera y el que okupa se queda sin ninguna ayuda social para siempre. No se puede premiar al delincuente"".","rocio monasterio: ""los okupas fuera y el que okupa se queda sin ninguna ayuda social para siempre. no se puede premiar al delincuente"".",negative,0,0.8865135,0.07546012,0.038026445,False,False,False,True," @paularguez
",21700,17,0.0007834101382488,372,0.0171428571428571,1155,0.0532258064516129,245215,0.0731,11,23,rocio monasterio okupas okupa queda ninguna ayuda social siempre puede premiar delincuente
50,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-16,¡Contad con nosotros!,!contad con nosotros!,positive,2,0.022734787,0.03413783,0.9431274,False,False,True,False, @DavidVicente_,35300,62,0.001756373937677,60,0.001699716713881,152,0.0043059490084985,245215,0.0731,11,3,contad
51,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-17,¡Mañana jueves os espero en Chinchón! 😘,!manana jueves os espero en chinchon!,positive,2,0.008419247,0.14651641,0.84506434,False,True,True,False,https://www.europapress.es/,28300,154,0.0054416961130742,350,0.0123674911660777,1044,0.0368904593639576,245215,0.0731,11,6,manana jueves espero chinchon
52,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-17,¡Tal cual! 🤣🤣,!tal cual!,positive,2,0.269546,0.18814452,0.54230946,False,True,True,False," @periodistadigit
",11300,29,0.0025663716814159,72,0.0063716814159292,211,0.0186725663716814,245215,0.0731,11,2,tal
53,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-18,"“Nos cuestan” no es lo mismo que “disponen”. No puede ser que la televisión pública mienta y manipule tanto. La última vez ya la Junta electoral tuvo que intervenir por el trato que me dio su presentadora. 
@rtvenoticias
 está al servicio del gobierno, como en las dictaduras. https://twitter.com/rtvenoticias/status/1658907737256861702","""nos cuestan"" no es lo mismo que ""disponen"". no puede ser que la television publica mienta y manipule tanto. la ultima vez ya la junta electoral tuvo que intervenir por el trato que me dio su presentadora.    esta al servicio del gobierno, como en las dictaduras. ",negative,0,0.95443225,0.027749198,0.017818527,False,False,True,False, @rtvenoticias,179500,253,0.0014094707520891,1289,0.0071810584958217,2682,0.0149415041782729,245215,0.0731,11,46,cuestan mismo disponen puede ser television publica mienta manipule ultima vez junta electoral intervenir trato dio presentadora servicio gobierno dictaduras
54,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-18,Le dejamos las manos libres a Ayuso y no ha derogado las leyes sectarias de la izquierda.,le dejamos las manos libres a ayuso y no ha derogado las leyes sectarias de la izquierda.,negative,0,0.8595489,0.06723781,0.073213205,False,True,True,False,https://www.elmundo.es/,34700,179,0.0051585014409221,530,0.0152737752161383,1030,0.0296829971181556,245215,0.0731,11,17,dejamos manos libres ayuso derogado leyes sectarias izquierda
55,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-18,"Chicos, os espero!","chicos, os espero!",positive,2,0.0037746541,0.012176346,0.98404896,False,True,True,False," @madrid_vox
",8869,32,0.0036080730634795,69,0.0077799075431277,210,0.0236779794790844,245215,0.0731,11,3,chicos espero
56,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-18,El 28 de mayo hay un voto seguro. Maravilloso Chinchón ¡gracias!😘🇪🇸,el 28 de mayo hay un voto seguro. maravilloso chinchon !gracias!,positive,2,0.009658256,0.010884164,0.9794576,False,True,True,False," @madrid_vox
",26500,32,0.0012075471698113,203,0.0076603773584905,466,0.0175849056603773,245215,0.0731,11,11,28 mayo voto seguro maravilloso chinchon gracias
57,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Los demás partidos creen que ser agricultor es tener un huerto urbano, que ser ganadero es pasear un chihuahua o que ser autónomo es un estado de Facebook.

Se han alejado de la realidad de los madrileños.

Todos menos VOX

#VotaSeguro
https://lavanguardia.com/nacional/20230518/8978128/monasterio-afea-candidatos-comunidad-madrid-realidad-les-falta-calle.html","los demas partidos creen que ser agricultor es tener un huerto urbano, que ser ganadero es pasear un chihuahua o que ser autonomo es un estado de facebook.  se han alejado de la realidad de los madrilenos.  todos menos vox  #votaseguro ",negative,0,0.9418306,0.03745819,0.020711254,False,True,False,False,False,14200,137,0.0096478873239436,221,0.0155633802816901,564,0.0397183098591549,245215,0.0731,11,41,demas partidos creen ser agricultor tener huerto urbano ser ganadero pasear chihuahua ser autonomo facebook alejado realidad madrilenos menos vox votaseguro
58,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Un honor que nos acompañaras hoy en Chinchón 
@MariaFdaCabal
 . Siempre trabajando juntos los que no aplaudimos a terroristas, juntos los que estamos del lado del bien, la belleza y la verdad.😘","un honor que nos acompanaras hoy en chinchon    . siempre trabajando juntos los que no aplaudimos a terroristas, juntos los que estamos del lado del bien, la belleza y la verdad.",positive,2,0.0498231,0.03222476,0.9179521,False,True,True,False," @MariaFdaCabal
",8877,47,0.0052945815027599,84,0.009462656302805,227,0.0255717021516278,245215,0.0731,11,31,honor acompanaras hoy chinchon siempre trabajando juntos aplaudimos terroristas juntos lado bien belleza verdad
59,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,Rocío Monasterio recupera en el debate la más xenófoba e infame de las campañas de VOX: la que apela al coste de los menores no acompañados en la Comunidad de Madrid. Es imposible que esta gente interpele al voto católico de forma verosímil.,rocio monasterio recupera en el debate la mas xenofoba e infame de las campanas de vox: la que apela al coste de los menores no acompanados en la comunidad de madrid. es imposible que esta gente interpele al voto catolico de forma verosimil.,negative,0,0.9318281,0.042854317,0.02531757,False,False,False,True," @GarrochoS
",89200,415,0.004652466367713,142,0.001591928251121,224,0.0025112107623318,245215,0.0731,11,43,rocio monasterio recupera debate mas xenofoba infame campanas vox apela coste menores acompanados comunidad madrid imposible gente interpele voto catolico forma verosimil
60,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"O el bienestar de los políticos o el bienestar de los españoles. Menos gasto político, menos chiringuitos, menos diputados y prioricemos el gasto en sanidad, educación, vivienda y dependencia.","o el bienestar de los politicos o el bienestar de los espanoles. menos gasto politico, menos chiringuitos, menos diputados y prioricemos el gasto en sanidad, educacion, vivienda y dependencia.",negative,0,0.7194812,0.115647264,0.1648715,False,True,False,False,False,10600,112,0.010566037735849,156,0.0147169811320754,316,0.0298113207547169,245215,0.0731,11,29,bienestar politicos bienestar espanoles menos gasto politico menos chiringuitos menos diputados prioricemos gasto sanidad educacion vivienda dependencia
61,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Queremos traer una alternativa que refleje la realidad de los barrios y resuelva problemas reales en Madrid. 

No podemos más de candidatos uniformados con discursos uniformados🙄",queremos traer una alternativa que refleje la realidad de los barrios y resuelva problemas reales en madrid.   no podemos mas de candidatos uniformados con discursos uniformados,negative,0,0.702898,0.14056924,0.15653273,False,True,True,False,https://www.madridiario.es/,23600,87,0.0036864406779661,348,0.0147457627118644,845,0.0358050847457627,245215,0.0731,11,26,queremos traer alternativa refleje realidad barrios resuelva problemas reales madrid podemos mas candidatos uniformados discursos uniformados
62,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"¡Nos vemos esta tarde en Paseo de Delicias!
Cuento con vosotros😘 #CuidaLoTuyo",!nos vemos esta tarde en paseo de delicias! cuento con vosotros #cuidalotuyo,positive,2,0.0067525394,0.023790047,0.9694574,False,True,False,False,False,14800,43,0.0029054054054054,162,0.0109459459459459,358,0.0241891891891891,245215,0.0731,11,12,vemos tarde paseo delicias cuento cuidalotuyo
63,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"‼️ Te esperamos mañana en la Plaza de Quintana para recibir a nuestra candidata a la Presidencia de la Comunidad de Madrid 
@monasterioR
 💪🇪🇦",!! te esperamos manana en la plaza de quintana para recibir a nuestra candidata a la presidencia de la comunidad de madrid,positive,2,0.006356983,0.17881203,0.814831,False,True,False,True," @CiudadLinealVox
",3842,0,0.0,37,0.0096304008328995,86,0.0223841749089016,245215,0.0731,11,22,esperamos manana plaza quintana recibir candidata presidencia comunidad madrid
64,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Los  médicos siempre ponen al paciente por encima de su interés. Hay que cuidarles, dejar de precarizarles. Si queremos retener a los médicos en Madrid hay que pagar bien y acabar con la temporalidad. 
Es así de sencillo","los  medicos siempre ponen al paciente por encima de su interes. hay que cuidarles, dejar de precarizarles. si queremos retener a los medicos en madrid hay que pagar bien y acabar con la temporalidad.  es asi de sencillo",negative,0,0.8601771,0.07821038,0.061612505,False,True,True,False,https://www.redaccionmedica.com/,21100,57,0.0027014218009478,332,0.0157345971563981,805,0.0381516587677725,245215,0.0731,11,38,medicos siempre ponen paciente encima interes cuidarles dejar precarizarles si queremos retener medicos madrid pagar bien acabar temporalidad asi sencillo
65,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,Mañana nos vemos en Ciudad Lineal ¡cuento con vosotros!😘,manana nos vemos en ciudad lineal !cuento con vosotros!,positive,2,0.004518471,0.025284851,0.9701967,False,True,True,False," @madrid_vox
",8903,19,0.0021341120970459,91,0.0102212737279568,203,0.022801302931596,245215,0.0731,11,9,manana vemos ciudad lineal cuento
66,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Esta tarde en Arganzuela, de charla con vecinos y de tapas. ¡Me encanta!
#CuidaLoTuyo","esta tarde en arganzuela, de charla con vecinos y de tapas. !me encanta! #cuidalotuyo",positive,2,0.024008192,0.029280819,0.94671094,False,True,False,False,False,7449,18,0.0024164317358034,122,0.0163780373204456,287,0.0385286615653107,245215,0.0731,11,14,tarde arganzuela charla vecinos tapas encanta cuidalotuyo
67,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"📢 No te pierdas los actos de 
@monasterioR
 en el sábado 20 de mayo:

📍 Arganda del Rey - #CuidaLoTuyo a las 10:30

📍 Ciudad Lineal - #VotaSeguro a las 13:00

📍 Leganés - #CuidaLoTuyo a las 19:00",no te pierdas los actos de    en el sabado 20 de mayo:   arganda del rey - #cuidalotuyo a las 10:30   ciudad lineal - #votaseguro a las 13:00   leganes - #cuidalotuyo a las 19:00,neutral,1,0.037403584,0.89898866,0.06360777,False,True,False,True," @madrid_vox
",12500,9,0.00072,132,0.01056,209,0.01672,245215,0.0731,11,33,pierdas actos sabado 20 mayo arganda rey cuidalotuyo 1030 ciudad lineal votaseguro 1300 leganes cuidalotuyo 1900
68,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Esto de Podemos es asqueroso.

Luego lloriquea cuando en una carretera alguien pinta ""coletas rata""","esto de podemos es asqueroso.  luego lloriquea cuando en una carretera alguien pinta ""coletas rata""",negative,0,0.95782757,0.025725633,0.01644678,False,True,False,False,False,295000,1264,0.0042847457627118,1523,0.0051627118644067,4784,0.0162169491525423,245215,0.0731,11,15,podemos asqueroso luego lloriquea carretera alguien pinta coletas rata
69,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-20,"Dejar a nuestros hijos una España mejor de la que recibimos.

Esa es la prioridad.",dejar a nuestros hijos una espana mejor de la que recibimos.  esa es la prioridad.,positive,2,0.057850115,0.13340953,0.8087403,False,True,True,False,https://www.eldebate.com/,19300,127,0.006580310880829,332,0.0172020725388601,835,0.0432642487046632,245215,0.0731,11,15,dejar hijos espana mejor recibimos prioridad
70,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-20,Esta tarde nos reímos un rato de los progres..🤣,esta tarde nos reimos un rato de los progres..,positive,2,0.072210945,0.097822204,0.8299669,False,False,True,False," @vozdeleganes
",25600,201,0.0078515625,112,0.004375,275,0.0107421875,245215,0.0731,11,9,tarde reimos rato progres
